id,district,sub_district,village_code,village_name,coverage_type,lgd_code,gram_panchayat_ulb,latitude,longitude,elevation_m,slope_deg,distance_to_stream_m,catchment_sqkm,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,water_level_m,water_level_rate_mh,risk_score,risk_level,alert_status
TN-DGL-635488-250,Dindigul,Nilakkottai,635488,Viruveedu,FULL,223531,Viruveedu(Gram Panchayat)-Batlagundu(Panchayat Samiti)-Dindigul(Zila Panchayat),10.1939,77.8655,254,7.7,321.9,22.8,5.8,24.2,29.8,0.86,-0.01,12,LOW,NORMAL
TN-DGL-635206-251,Dindigul,Oddanchatram,635206,Ambilikai,FULL,223362,Ambilikai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46668,77.75957,429,10.9,595.1,17.5,6.5,43.9,49.1,0.52,0.0,16,LOW,NORMAL
TN-DGL-635176-252,Dindigul,Oddanchatram,635176,Appanuthu,FULL,223464,Appanuthu(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44146,77.74325,301,8.1,490.3,39.6,7.2,27.6,46.6,0.78,-0.0,18,LOW,NORMAL
TN-DGL-635180-253,Dindigul,Oddanchatram,635180,Appayampatti,FULL,223466,Appiyampatty(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49818,77.76214,300,7.9,515.2,18.0,3.7,21.3,32.6,0.76,0.0,11,LOW,NORMAL
TN-DGL-635191-254,Dindigul,Oddanchatram,635191,Appipalayam,FULL,223465,Appipalayam(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50674,77.772,353,11.7,102.8,5.7,6.8,39.3,48.2,1.03,0.01,17,LOW,NORMAL
TN-DGL-635226-255,Dindigul,Oddanchatram,635226,Arasappapillaipatti,FULL,223363,Arasappapillaipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49692,77.72196,353,12.6,183.4,25.3,23.7,87.2,60.9,1.65,0.1,40,MODERATE,NORMAL
TN-DGL-635225-256,Dindigul,Oddanchatram,635225,Athicombai,FULL,223364,Athikombai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49692,77.72196,353,12.6,183.4,25.3,23.7,87.2,60.9,1.65,0.1,40,MODERATE,NORMAL
TN-DGL-635210-257,Dindigul,Oddanchatram,635210,Boduvarpatti,FULL,223467,Bodurvarpatty(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51015,77.72666,415,9.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,45,ELEVATED,MONITORING
TN-DGL-635212-258,Dindigul,Oddanchatram,635212,Chatrapatti,PART,223365,Chatrapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48997,77.78686,268,8.4,198.5,8.8,10.5,37.0,38.6,0.81,0.0,13,LOW,NORMAL
TN-DGL-635212-259,Dindigul,Oddanchatram,635212,Chatrapatti,PART,223394,Velur-Annapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50786,77.77136,303,6.2,416.2,22.4,9.6,33.9,33.0,0.63,-0.01,13,LOW,NORMAL
TN-DGL-635185-260,Dindigul,Oddanchatram,635185,Chinnakkampatti,FULL,223366,Chinnakkampatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50674,77.772,353,11.7,102.8,5.7,6.8,39.3,48.2,1.03,0.01,17,LOW,NORMAL
TN-DGL-635228-261,Dindigul,Oddanchatram,635228,Dasaripatti,FULL,223367,D.Pudukottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50684,77.73333,291,13.2,283.9,34.0,9.2,29.2,48.4,0.55,0.01,20,LOW,NORMAL
TN-DGL-635209-262,Dindigul,Oddanchatram,635209,Devathur,FULL,223468,Devathur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50786,77.77136,303,6.2,416.2,22.4,9.6,33.9,33.0,0.63,-0.01,13,LOW,NORMAL
TN-DGL-635229-263,Dindigul,Oddanchatram,635229,D.Pudukottai,FULL,223367,D.Pudukottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48907,77.73392,363,9.1,447.7,39.8,1.5,20.0,38.5,1.0,-0.01,14,LOW,NORMAL
TN-DGL-635184-264,Dindigul,Oddanchatram,635184,Ellapatti,FULL,223369,Ellaipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49267,77.73379,385,7.0,196.4,42.3,22.5,105.8,67.1,1.69,0.06,41,ELEVATED,MONITORING
TN-DGL-635200-265,Dindigul,Oddanchatram,635200,Idayakottai,FULL,223368,Edayakottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51271,77.75852,293,6.3,467.0,30.6,3.7,29.4,33.1,1.08,0.03,14,LOW,NORMAL
TN-DGL-635186-266,Dindigul,Oddanchatram,635186,I.Vadipatti,FULL,223370,I.Vadipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51136,77.76821,337,7.5,422.7,29.2,3.7,31.9,34.7,0.57,0.02,12,LOW,NORMAL
TN-DGL-635204-267,Dindigul,Oddanchatram,635204,Jawadupatti,FULL,223371,Javadupatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50786,77.77136,303,6.2,416.2,22.4,9.6,33.9,33.0,0.63,-0.01,13,LOW,NORMAL
TN-DGL-635203-268,Dindigul,Oddanchatram,635203,Jogipatti,FULL,223372,Johipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50786,77.77136,303,6.2,416.2,22.4,9.6,33.9,33.0,0.63,-0.01,13,LOW,NORMAL
TN-DGL-635223-269,Dindigul,Oddanchatram,635223,Kalanjipatti,FULL,223374,Kalanjipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48907,77.73392,363,9.1,447.7,39.8,1.5,20.0,38.5,1.0,-0.01,14,LOW,NORMAL
TN-DGL-635189-270,Dindigul,Oddanchatram,635189,Kallimandayam,FULL,223469,Kallimandayam(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46213,77.7641,338,7.4,428.3,10.5,10.3,30.6,37.8,0.87,-0.01,13,LOW,NORMAL
TN-DGL-635202-271,Dindigul,Oddanchatram,635202,Kallupatti,FULL,223368,Edayakottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44603,77.75298,260,8.6,273.5,37.3,22.8,114.8,74.2,1.32,0.08,44,ELEVATED,MONITORING
TN-DGL-635216-272,Dindigul,Oddanchatram,635216,Kappilliapatti,FULL,223375,Kappiliapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45951,77.7618,287,6.3,590.4,5.4,22.0,98.8,61.3,1.67,0.07,33,MODERATE,NORMAL
TN-DGL-635188-273,Dindigul,Oddanchatram,635188,Kariyampatti,FULL,223470,Kariyampatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51601,77.77231,256,11.3,348.5,20.3,3.4,27.5,43.7,0.88,-0.0,14,LOW,NORMAL
TN-DGL-635215-274,Dindigul,Oddanchatram,635215,Kaveriyammapatti,FULL,223376,Kaveriammapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50684,77.73333,291,13.2,283.9,34.0,9.2,29.2,48.4,0.55,0.01,20,LOW,NORMAL
TN-DGL-635222-275,Dindigul,Oddanchatram,635222,Kedayurambu,FULL,223377,Kethaiyurumbu(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44519,77.7522,385,12.4,633.3,19.5,6.7,29.9,41.0,0.48,-0.01,13,LOW,NORMAL
TN-DGL-635218-276,Dindigul,Oddanchatram,635218,Kollapatti,FULL,223378,Kollapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4788,77.77666,400,10.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,18,LOW,NORMAL
TN-DGL-635187-277,Dindigul,Oddanchatram,635187,Kondarangi Keeranur,FULL,223373,K.Keeranur(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50975,77.73032,372,7.0,451.4,35.7,6.8,27.3,28.6,0.73,0.02,14,LOW,NORMAL
TN-DGL-635181-278,Dindigul,Oddanchatram,635181,Koothampoodi,FULL,223472,Koothampoondi(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46213,77.7641,338,7.4,428.3,10.5,10.3,30.6,37.8,0.87,-0.01,13,LOW,NORMAL
TN-DGL-635193-279,Dindigul,Oddanchatram,635193,Kothayam,FULL,223474,Kothaiyam(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44558,77.78238,355,9.2,177.1,28.8,17.2,89.9,75.8,1.64,0.05,41,ELEVATED,MONITORING
TN-DGL-635199-280,Dindigul,Oddanchatram,635199,Kuthiluppai,FULL,223379,Kuthiluppai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46033,77.76675,315,11.5,94.0,24.7,17.4,114.4,76.0,1.51,0.09,42,ELEVATED,MONITORING
TN-DGL-635224-281,Dindigul,Oddanchatram,635224,Lakkayankottai,FULL,223380,Lakkayankottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48607,77.72967,363,12.9,282.1,13.8,3.7,35.1,31.2,0.53,0.02,11,LOW,NORMAL
TN-DGL-635196-282,Dindigul,Oddanchatram,635196,Mandavadi,FULL,223381,Mandavadi(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45776,77.77445,408,9.5,565.3,40.6,17.7,79.2,70.3,1.65,0.1,42,ELEVATED,MONITORING
TN-DGL-635211-283,Dindigul,Oddanchatram,635211,Manjanaickenpatti,FULL,223477,Manjanaickenpatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4788,77.77666,400,10.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,18,LOW,NORMAL
TN-DGL-635183-284,Dindigul,Oddanchatram,635183,Markampatti,FULL,223382,Markkampatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51015,77.72666,415,9.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,45,ELEVATED,MONITORING
TN-DGL-635182-285,Dindigul,Oddanchatram,635182,M.Athappampatti,FULL,223382,Markkampatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51015,77.72666,415,9.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,45,ELEVATED,MONITORING
TN-DGL-635197-286,Dindigul,Oddanchatram,635197,Navakani,FULL,223382,Markkampatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44621,77.75751,405,7.5,462.3,40.5,7.1,31.9,40.6,0.49,0.03,15,LOW,NORMAL
TN-DGL-635198-287,Dindigul,Oddanchatram,635198,Odaipatty,FULL,223383,Odaipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49386,77.75897,381,9.6,101.1,14.0,1.0,39.0,30.9,0.44,0.02,8,LOW,NORMAL
TN-DGL-932440-288,Dindigul,Oddanchatram,932440,Oddanchatram,FULL,252695,Oddanchatram(Municipality),10.48318,77.71808,405,7.1,117.2,15.5,5.1,31.7,45.0,0.69,-0.01,12,LOW,NORMAL
TN-DGL-635178-289,Dindigul,Oddanchatram,635178,Palappampatti,FULL,223485,Palappanpatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51015,77.72666,415,9.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,45,ELEVATED,MONITORING
TN-DGL-635177-290,Dindigul,Oddanchatram,635177,Paruthiyur,FULL,223486,Paruthiyur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51015,77.72666,415,9.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,45,ELEVATED,MONITORING
TN-DGL-635207-291,Dindigul,Oddanchatram,635207,Periyakottai,FULL,223384,Periakottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.51996,77.71539,402,9.6,64.4,20.3,1.8,35.1,42.8,0.96,0.02,13,LOW,NORMAL
TN-DGL-635179-292,Dindigul,Oddanchatram,635179,Poosaripatti,FULL,223487,Poosaripatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50786,77.77136,303,6.2,416.2,22.4,9.6,33.9,33.0,0.63,-0.01,13,LOW,NORMAL
TN-DGL-635190-293,Dindigul,Oddanchatram,635190,Porulur,FULL,223488,Porulur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44621,77.75751,405,7.5,462.3,40.5,7.1,31.9,40.6,0.49,0.03,15,LOW,NORMAL
TN-DGL-635195-294,Dindigul,Oddanchatram,635195,Pottikampatti,FULL,223493,Sikkamanaickenpatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.50684,77.73333,291,13.2,283.9,34.0,9.2,29.2,48.4,0.55,0.01,20,LOW,NORMAL
TN-DGL-635208-295,Dindigul,Oddanchatram,635208,Pudur,FULL,223462,16-Pudur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44345,77.76344,396,6.9,128.8,22.0,10.3,49.7,31.4,0.99,0.01,15,LOW,NORMAL
TN-DGL-635221-296,Dindigul,Oddanchatram,635221,Puliyamarathukottai,FULL,223386,Pulliamarathukottai(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45707,77.76844,362,7.6,297.9,41.2,9.1,35.7,44.5,0.9,0.03,20,LOW,NORMAL
TN-DGL-635220-297,Dindigul,Oddanchatram,635220,Puliyurnatham,FULL,223385,Puliyurnatham(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45707,77.76844,362,7.6,297.9,41.2,9.1,35.7,44.5,0.9,0.03,20,LOW,NORMAL
TN-DGL-635192-298,Dindigul,Oddanchatram,635192,Pungamuthur,FULL,223490,Pungamuthur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46959,77.75826,306,8.2,110.9,17.4,4.4,14.3,28.6,0.45,0.03,10,LOW,NORMAL
TN-DGL-635214-299,Dindigul,Oddanchatram,635214,Reddiapatti,FULL,223387,Reddiapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.456,77.75692,250,12.1,336.2,29.9,21.4,106.6,62.2,1.76,0.06,39,MODERATE,NORMAL
TN-DGL-635194-300,Dindigul,Oddanchatram,635194,Sikkamanaickenpatti,FULL,223493,Sikkamanaickenpatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4788,77.77666,400,10.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,18,LOW,NORMAL
TN-DGL-635205-301,Dindigul,Oddanchatram,635205,Sindaiapatti,FULL,223388,Sindalaipatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45155,77.71493,337,10.2,253.9,32.5,4.6,26.6,49.0,0.97,-0.02,19,LOW,NORMAL
TN-DGL-635230-302,Dindigul,Oddanchatram,635230,Sindalavadampatti,FULL,223389,Sindalavadampatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.47295,77.77923,294,8.7,390.5,16.9,23.9,98.9,73.2,1.27,0.1,41,ELEVATED,MONITORING
TN-DGL-635217-303,Dindigul,Oddanchatram,635217,Thangachiammapatti,FULL,223390,Thangachiammapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.47038,77.71682,347,9.0,136.9,6.5,3.6,13.8,46.2,0.67,0.02,12,LOW,NORMAL
TN-DGL-635231-304,Dindigul,Oddanchatram,635231,Vadagadu,FULL,223391,Vadakadu(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46622,77.73656,268,6.5,230.7,22.9,25.1,91.7,65.4,1.29,0.09,38,MODERATE,NORMAL
TN-DGL-635201-305,Dindigul,Oddanchatram,635201,Valayapatti,FULL,223392,Valayapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45155,77.71493,337,10.2,253.9,32.5,4.6,26.6,49.0,0.97,-0.02,19,LOW,NORMAL
TN-DGL-635213-306,Dindigul,Oddanchatram,635213,Veeralapatti,FULL,223393,Veeralapatti(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.49424,77.77992,356,10.2,300.1,45.8,8.1,38.1,43.5,0.57,-0.0,18,LOW,NORMAL
TN-DGL-635219-307,Dindigul,Oddanchatram,635219,Veriyapur,FULL,223395,Veriyappur(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48317,77.75622,425,6.7,456.7,33.0,17.3,113.1,67.3,1.52,0.06,37,MODERATE,NORMAL
TN-DGL-635227-308,Dindigul,Oddanchatram,635227,Virupakshi,FULL,223396,Virupatchi(Gram Panchayat)-Oddanchatram(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46622,77.73656,268,6.5,230.7,22.9,25.1,91.7,65.4,1.29,0.09,38,MODERATE,NORMAL
TN-DGL-635158-309,Dindigul,Palani,635158,A-Kalayamputhur,PART,223397,A. Kalayamputhur(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48015,77.49666,495,18.2,599.3,45.8,20.0,97.0,71.1,1.96,0.09,48,ELEVATED,MONITORING
TN-DGL-635158-310,Dindigul,Palani,635158,A-Kalayamputhur,PART,223406,Karadikoottam(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.42233,77.52855,497,22.4,111.0,28.5,0.7,13.2,41.6,0.53,0.02,16,LOW,NORMAL
TN-DGL-635138-311,Dindigul,Palani,635138,Akkaraipatti,FULL,223463,Akkaraipatty(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.41487,77.49977,341,17.6,490.4,23.3,1.0,20.5,33.6,0.98,0.01,15,LOW,NORMAL
TN-DGL-635149-312,Dindigul,Palani,635149,Amarapoondi,FULL,223398,Amarapoondi(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48601,77.54231,336,20.3,348.5,20.3,3.4,27.5,43.7,0.88,-0.0,17,LOW,NORMAL
TN-DGL-635163-313,Dindigul,Palani,635163,Andipatti,FULL,223399,Andipatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.44503,77.52852,352,15.4,101.2,34.3,5.0,17.6,49.5,0.74,-0.02,20,LOW,NORMAL
TN-DGL-932582-314,Dindigul,Palani,932582,Ayakudi East,PART,252691,Ayakudi(Town Panchayat),10.45376,77.55194,425,18.8,608.7,31.1,23.0,108.9,72.0,1.58,0.06,46,ELEVATED,MONITORING
TN-DGL-932587-315,Dindigul,Palani,932587,Ayakudi West,PART,252691,Ayakudi(Town Panchayat),10.43002,77.52046,340,21.2,153.5,20.7,5.7,38.4,30.9,1.07,-0.01,18,LOW,NORMAL
TN-DGL-635140-316,Dindigul,Palani,635140,Ayyampalayam,FULL,223400,R. Ayyampalayam(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.43078,77.51297,360,21.5,264.5,22.5,26.6,94.0,56.1,1.52,0.07,40,MODERATE,NORMAL
TN-DGL-932566-317,Dindigul,Palani,932566,Ayyampulli,PART,252691,Ayakudi(Town Panchayat),10.47998,77.51041,488,16.8,614.3,10.2,11.1,32.7,48.1,0.64,0.01,20,LOW,NORMAL
TN-DGL-932566-318,Dindigul,Palani,932566,Ayyampulli,PART,252694,Balasamudram(Town Panchayat),10.41808,77.5461,470,21.8,376.4,36.6,4.7,13.8,41.9,0.63,0.02,19,LOW,NORMAL
TN-DGL-932571-319,Dindigul,Palani,932571,Balasumudram,FULL,252694,Balasamudram(Town Panchayat),10.44551,77.48001,491,22.5,291.1,13.1,0.3,18.5,29.7,0.77,0.02,14,LOW,NORMAL
TN-DGL-635174-320,Dindigul,Palani,635174,Chinnakalayamputhur (Ct),FULL,223401,Chinnakalayamputhur(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4488,77.54666,480,19.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,21,MODERATE,NORMAL
TN-DGL-635142-321,Dindigul,Palani,635142,Chithraikulam,FULL,223402,Chithiraikulam(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48611,77.55215,398,15.4,141.3,16.7,5.1,29.8,43.1,0.47,-0.0,14,LOW,NORMAL
TN-DGL-635164-322,Dindigul,Palani,635164,Cinnammapatti,FULL,223399,Andipatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.43352,77.49328,387,19.2,487.9,5.5,7.9,46.7,49.4,0.52,-0.01,18,LOW,NORMAL
TN-DGL-635151-323,Dindigul,Palani,635151,Erramanaickenpatti,FULL,223403,Eramanaickenpatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45659,77.52191,406,15.9,566.9,5.4,11.9,33.7,37.4,0.71,-0.02,15,LOW,NORMAL
TN-DGL-635170-324,Dindigul,Palani,635170,Iravimangalam,FULL,223407,Kavalapatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4488,77.54666,480,19.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,21,MODERATE,NORMAL
TN-DGL-635156-325,Dindigul,Palani,635156,Kalickkanaickenpatti,FULL,223404,Kalikkanaickenpatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46692,77.49196,433,21.6,183.4,25.3,23.7,87.2,60.9,1.65,0.1,43,ELEVATED,MONITORING
TN-DGL-635152-326,Dindigul,Palani,635152,Kanakkampatty,FULL,223405,Kanakkanpatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.42776,77.54445,488,18.5,565.3,40.6,17.7,79.2,70.3,1.65,0.1,45,ELEVATED,MONITORING
TN-DGL-635173-327,Dindigul,Palani,635173,Kavadikoottam R.F.,FULL,223415,Thamaraikulam(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.45629,77.50836,559,22.9,634.3,14.7,1.8,41.2,29.6,0.85,0.01,15,LOW,NORMAL
TN-DGL-635166-328,Dindigul,Palani,635166,Kavalapatti,FULL,223407,Kavalapatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.4488,77.54666,480,19.1,89.8,34.8,11.6,31.8,41.6,0.84,-0.01,21,MODERATE,NORMAL
TN-DGL-932591-329,Dindigul,Palani,932591,Keeranur,FULL,252845,Keeranur(Town Panchayat),10.42148,77.52565,358,17.9,146.9,16.9,3.2,24.4,42.9,1.03,0.0,16,LOW,NORMAL
TN-DGL-635157-330,Dindigul,Palani,635157,Kodaimangalam,FULL,223408,Kothaimangalam(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.42146,77.5584,370,18.9,106.8,27.8,6.2,24.3,42.0,1.04,0.03,20,LOW,NORMAL
TN-DGL-635130-331,Dindigul,Palani,635130,Kolumakondan,FULL,223471,Kolumankondan(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48601,77.54231,336,20.3,348.5,20.3,3.4,27.5,43.7,0.88,-0.0,17,LOW,NORMAL
TN-DGL-635154-332,Dindigul,Palani,635154,Kombaipatti,FULL,223405,Kanakkanpatti(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.43352,77.49328,387,19.2,487.9,5.5,7.9,46.7,49.4,0.52,-0.01,18,LOW,NORMAL
TN-DGL-635132-333,Dindigul,Palani,635132,Korikadavu,FULL,223473,Korikadavu(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48271,77.52852,373,15.3,467.0,30.6,3.7,29.4,33.1,1.08,0.03,17,LOW,NORMAL
TN-DGL-635122-334,Dindigul,Palani,635122,Kottathurai,FULL,223475,Kottathurai(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.43078,77.51297,360,21.5,264.5,22.5,26.6,94.0,56.1,1.52,0.07,40,MODERATE,NORMAL
TN-DGL-635131-335,Dindigul,Palani,635131,Kovilammapatti,FULL,223476,Kovilammapatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.41634,77.54585,345,18.2,408.0,46.4,22.8,91.2,71.9,1.79,0.1,50,ELEVATED,MONITORING
TN-DGL-635145-336,Dindigul,Palani,635145,Manoor,FULL,223478,Manur(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.46692,77.49196,433,21.6,183.4,25.3,23.7,87.2,60.9,1.65,0.1,43,ELEVATED,MONITORING
TN-DGL-635135-337,Dindigul,Palani,635135,Marichilambu,FULL,223479,Marichilambu(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.41558,77.55238,435,18.2,177.1,28.8,17.2,89.9,75.8,1.64,0.05,45,ELEVATED,MONITORING
TN-DGL-635148-338,Dindigul,Palani,635148,Melakottai,FULL,223409,Melakkottai(Gram Panchayat)-Palani(Panchayat Samiti)-Dindigul(Zila Panchayat),10.43352,77.49328,387,19.2,487.9,5.5,7.9,46.7,49.4,0.52,-0.01,18,LOW,NORMAL
TN-DGL-635125-339,Dindigul,Palani,635125,Melkaraipatti,FULL,223480,Melkaraipatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.47975,77.50032,452,16.0,451.4,35.7,6.8,27.3,28.6,0.73,0.02,18,LOW,NORMAL
TN-DGL-635123-340,Dindigul,Palani,635123,Mettupatti,FULL,223481,Mettupatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48611,77.55215,398,15.4,141.3,16.7,5.1,29.8,43.1,0.47,-0.0,14,LOW,NORMAL
TN-DGL-635128-341,Dindigul,Palani,635128,Midapadi,FULL,223482,Midapadi(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.48009,77.52016,397,20.0,150.2,42.8,27.1,95.0,57.7,1.32,0.07,42,ELEVATED,MONITORING
TN-DGL-635155-342,Dindigul,Palani,635155,Mollampatti,FULL,223483,Mollampatti(Gram Panchayat)-Thoppampatty(Panchayat Samiti)-Dindigul(Zila Panchayat),10.41519,77.5222,465,21.4,633.3,19.5,1.9,25.1,40.5,0.78,-0.01,15,LOW,NORMAL
